DateIn,Site,Ticket,Operator,CustNum,Customer,Reference,Vehicle,Rolloff,TransType,Amount,Match,Landfill_Amount,Trux_Amount,Difference
2025-06-10,44,1022484,ROSIE,96,SOUTHERN SANITATION SERVICE,,#93 339,,CHG  SALE,84.6,False,$84.60,$84.63,$-0.03
2025-06-10,44,1022492,ROSIE,98,S.S.S. MINI ROLL-OFF,,#94 081,,CHG  SALE,22.7,False,$22.70,$22.79,$-0.09
2025-06-11,44,1022506,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 119,,CHG  SALE,55.8,True,$55.80,$55.80,$0.00
2025-06-11,44,1022508,WIZARD,98,S.S.S. MINI ROLL-OFF,,#82 026,,CHG  SALE,28.8,False,$28.80,$28.83,$-0.03
2025-06-11,44,1022509,SANDY,96,SOUTHERN SANITATION SERVICE,,#85 367,,CHG  SALE,68.3,False,$68.30,$68.36,$-0.06
2025-06-11,44,1022519,SANDY,96,SOUTHERN SANITATION SERVICE,HEB,#93,,CHG  SALE,266.4,False,$266.40,$266.45,$-0.05
2025-06-11,44,1022525,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 182,,CHG  SALE,164.6,False,$164.60,$164.61,$-0.01
2025-06-11,44,1022544,SANDY,96,SOUTHERN SANITATION SERVICE,,#87 262,,CHG  SALE,104.6,False,$104.60,$104.63,$-0.03
2025-06-11,44,1022546,ROSIE,96,SOUTHERN SANITATION SERVICE,,#85 144,,CHG  SALE,441.7,False,$441.70,$441.75,$-0.05
2025-06-11,44,1022550,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 284,,CHG  SALE,79.5,False,$79.50,$79.52,$-0.02
2025-06-11,44,1022568,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 121,,CHG  SALE,45.1,False,$45.10,$45.11,$-0.01
2025-06-11,44,1022583,SANDY,96,SOUTHERN SANITATION SERVICE,,#94 242,,CHG  SALE,179.9,False,$179.90,$179.96,$-0.06
2025-06-11,44,1022607,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 349,,CHG  SALE,46.9,False,$46.90,$46.97,$-0.07
2025-06-11,44,1022617,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 220,,CHG  SALE,297.6,True,$297.60,$297.60,$0.00
2025-06-11,44,1022633,ROSIE,96,SOUTHERN SANITATION SERVICE,CINEMARK,LS-3,,CHG  SALE,642.1,False,$642.10,$642.17,$-0.07
2025-06-11,44,1022638,ROSIE,96,SOUTHERN SANITATION SERVICE,,#94 257,,CHG  SALE,73.0,False,$73.00,$73.01,$-0.01
2025-06-11,44,1022646,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 103,,CHG  SALE,64.1,False,$64.10,$64.17,$-0.07
2025-06-11,44,1022661,SANDY,98,S.S.S. MINI ROLL-OFF,,LS-3 075,,CHG  SALE,38.6,True,$38.60,$38.60,$0.00
2025-06-11,44,1022666,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 359,,CHG  SALE,121.3,False,$121.30,$121.37,$-0.07
2025-06-11,44,1022676,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 98,,CHG  SALE,46.9,False,$46.90,$46.97,$-0.07
2025-06-11,44,1022677,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 201,,CHG  SALE,74.8,False,$74.80,$0.00,$74.80
2025-06-11,44,1022689,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 240,,CHG  SALE,79.5,False,$79.50,$79.52,$-0.02
2025-06-11,44,1022695,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 16,,CHG  SALE,110.2,False,$110.20,$110.21,$-0.01
2025-06-11,44,1022703,ROSIE,98,S.S.S. MINI ROLL-OFF,,#94 060,,CHG  SALE,43.7,False,$43.70,$43.71,$-0.01
2025-06-11,44,1022710,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 84,,CHG  SALE,22.7,False,$22.70,$0.00,$22.70
2025-06-11,44,1022712,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 84,,CHG  SALE,22.7,False,$22.70,$0.00,$22.70
2025-06-11,44,1022716,ROSIE,96,SOUTHERN SANITATION SERVICE,,#85 84,,CHG  SALE,19.0,False,$19.00,$19.07,$-0.07
2025-06-11,44,1022730,ROSIE,96,SOUTHERN SANITATION SERVICE,,#93 152,,CHG  SALE,81.8,False,$81.80,$81.84,$-0.04
2025-06-11,44,1022742,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 77,,CHG  SALE,81.8,False,$81.80,$81.84,$-0.04
2025-06-11,44,1022755,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 322,,CHG  SALE,53.0,False,$53.00,$53.01,$-0.01
2025-06-12,44,1022807,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 168,,CHG  SALE,92.5,False,$92.50,$92.54,$-0.04
2025-06-12,44,1022808,ROSIE,96,SOUTHERN SANITATION SERVICE,FLYING J,LS-3,,CHG  SALE,558.0,True,$558.00,$558.00,$0.00
2025-06-12,44,1022830,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 20,,CHG  SALE,22.3,False,$22.30,$22.32,$-0.02
2025-06-12,44,1022843,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,#85,,CHG  SALE,471.9,False,$471.90,$471.98,$-0.08
2025-06-12,44,1022858,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 17,,CHG  SALE,124.6,False,$124.60,$124.62,$-0.02
2025-06-12,44,1022867,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 46,,CHG  SALE,63.2,False,$63.20,$63.24,$-0.04
2025-06-12,44,1022914,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 367,,CHG  SALE,323.1,False,$323.10,$323.18,$-0.08
2025-06-12,44,1022948,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 211,,CHG  SALE,35.3,False,$35.30,$35.34,$-0.04
2025-06-12,44,1022971,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 348,,CHG  SALE,74.4,True,$74.40,$74.40,$0.00
2025-06-12,44,1022983,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,#85,,CHG  SALE,378.0,False,$378.00,$378.05,$-0.05
2025-06-12,44,1023015,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 212,,CHG  SALE,109.2,False,$109.20,$109.28,$-0.08
2025-06-12,44,1023019,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 74,,CHG  SALE,114.8,False,$114.80,$114.86,$-0.06
2025-06-12,44,1023038,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 111,,CHG  SALE,30.2,False,$30.20,$30.23,$-0.03
2025-06-12,44,1023053,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 75,,CHG  SALE,74.8,False,$74.80,$74.87,$-0.07
2025-06-12,44,1023151,SANDY,96,SOUTHERN SANITATION SERVICE,,#79 30,,CHG  SALE,1383.4,False,"$1,383.40","$1,383.44",$-0.04
2025-06-12,44,1023175,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 106,,CHG  SALE,179.9,False,$179.90,$179.96,$-0.06
2025-06-12,44,1023193,SANDY,98,S.S.S. MINI ROLL-OFF,,LS-3 058,,CHG  SALE,23.7,False,$23.70,$23.72,$-0.02
2025-06-12,44,1023195,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 381,,CHG  SALE,169.2,False,$169.20,$169.26,$-0.06
2025-06-12,44,1023221,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 131,,CHG  SALE,281.7,False,$281.70,$281.79,$-0.09
2025-06-12,44,1023245,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 26,,CHG  SALE,76.2,False,$76.20,$76.26,$-0.06
2025-06-12,44,1023252,SANDY,96,SOUTHERN SANITATION SERVICE,WALMART,#79,,CHG  SALE,301.7,False,$301.70,$301.79,$-0.09
2025-06-12,44,1023270,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 295,,CHG  SALE,33.4,False,$33.40,$33.48,$-0.08
2025-06-12,44,1023288,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 364,,CHG  SALE,49.2,False,$49.20,$49.29,$-0.09
2025-06-12,44,1023307,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 42,,CHG  SALE,86.0,False,$86.00,$86.03,$-0.03
2025-06-12,44,1023312,ROSIE,98,S.S.S. MINI ROLL-OFF,,LS-3 033,,CHG  SALE,9.7,False,$9.70,$9.77,$-0.07
2025-06-12,44,1023321,SANDY,96,SOUTHERN SANITATION SERVICE,WALMART,#93,,CHG  SALE,411.0,False,$411.00,$411.06,$-0.06
2025-06-12,44,1023322,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 272,,CHG  SALE,31.6,False,$31.60,$31.62,$-0.02
2025-06-12,44,1023330,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 171,,CHG  SALE,67.4,False,$67.40,$67.43,$-0.03
2025-06-12,44,1023333,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 155,,CHG  SALE,317.1,False,$317.10,$317.13,$-0.03
2025-06-13,44,1023352,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 106,,CHG  SALE,56.7,False,$56.70,$56.73,$-0.03
2025-06-13,44,1023360,SANDY,96,SOUTHERN SANITATION SERVICE,,#85 166,,CHG  SALE,85.1,True,$85.10,$85.10,$0.00
2025-06-13,44,1023377,SANDY,96,SOUTHERN SANITATION SERVICE,FOOD COURT,LS-3,,CHG  SALE,752.8,False,$752.80,$752.84,$-0.04
2025-06-13,44,1023380,SANDY,96,SOUTHERN SANITATION SERVICE,LOVES,#93,,CHG  SALE,278.5,False,$278.50,$278.54,$-0.04
2025-06-13,44,1023396,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 104,,CHG  SALE,95.7,False,$95.70,$95.79,$-0.09
2025-06-13,44,1023407,SANDY,96,SOUTHERN SANITATION SERVICE,WALMART,LS-3,,CHG  SALE,503.6,True,$503.60,$503.60,$0.00
2025-06-13,44,1023414,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 156,,CHG  SALE,82.7,False,$82.70,$82.77,$-0.07
2025-06-13,44,1023463,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 87,,CHG  SALE,32.0,False,$32.00,$32.09,$-0.09
2025-06-13,44,1023475,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 144,,CHG  SALE,31.6,False,$31.60,$31.62,$-0.02
2025-06-13,44,1023502,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 281,,CHG  SALE,25.5,False,$25.50,$25.58,$-0.08
2025-06-13,44,1023532,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 351,,CHG  SALE,33.9,False,$33.90,$33.95,$-0.05
2025-06-13,44,1023558,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 247,,CHG  SALE,66.9,False,$66.90,$66.96,$-0.06
2025-06-13,44,1023564,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 62,,CHG  SALE,98.1,False,$98.10,$98.12,$-0.02
2025-06-13,44,1023571,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 360,,CHG  SALE,146.9,False,$146.90,$146.94,$-0.04
2025-06-13,44,1023591,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 161,,CHG  SALE,201.3,False,$201.30,$201.35,$-0.05
2025-06-13,44,1023594,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 252,,CHG  SALE,45.5,False,$45.50,$45.57,$-0.07
2025-06-13,44,1023628,SANDY,96,SOUTHERN SANITATION SERVICE,,#85 296,,CHG  SALE,132.5,False,$132.50,$132.53,$-0.03
2025-06-13,44,1023681,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 17,,CHG  SALE,29.3,True,$29.30,$29.30,$0.00
2025-06-13,44,1023693,SANDY,98,S.S.S. MINI ROLL-OFF,,LS-3 020,,CHG  SALE,159.9,False,$159.90,$159.96,$-0.06
2025-06-13,44,1023716,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 260,,CHG  SALE,151.1,False,$151.10,$151.13,$-0.03
2025-06-13,44,1023730,ROSIE,96,SOUTHERN SANITATION SERVICE,,#85,,CHG  SALE,203.6,False,$203.60,$203.67,$-0.07
2025-06-13,44,1023732,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 33,,CHG  SALE,69.7,False,$69.70,$69.75,$-0.05
2025-06-13,44,1023770,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 31,,CHG  SALE,138.5,False,$138.50,$0.00,$138.50
2025-06-13,44,1023790,ROSIE,98,S.S.S. MINI ROLL-OFF,,LS-3 075,,CHG  SALE,24.1,False,$24.10,$24.18,$-0.08
2025-06-13,44,1023802,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 109,,CHG  SALE,44.1,False,$44.10,$44.18,$-0.08
2025-06-13,44,1023804,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 284,,CHG  SALE,19.5,False,$19.50,$19.53,$-0.03
2025-06-13,44,1023809,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 92,,CHG  SALE,199.9,False,$199.90,$199.95,$-0.05
2025-06-13,44,1023828,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 158,,CHG  SALE,163.6,False,$163.60,$163.68,$-0.08
2025-06-13,44,1023847,ROSIE,96,SOUTHERN SANITATION SERVICE,WALMART,#93,,CHG  SALE,189.7,False,$189.70,$189.72,$-0.02
2025-06-13,44,1023853,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 115,,CHG  SALE,143.2,False,$143.20,$143.22,$-0.02
2025-06-13,44,1023868,ROSIE,96,SOUTHERN SANITATION SERVICE,SAMS CLUB,#79,,CHG  SALE,739.8,False,$739.80,$739.82,$-0.02
2025-06-13,44,1023870,ROSIE,96,SOUTHERN SANITATION SERVICE,TARGET,#85,,CHG  SALE,299.4,False,$299.40,$299.46,$-0.06
2025-06-13,44,1023874,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 172,,CHG  SALE,51.1,False,$51.10,$51.15,$-0.05
2025-06-13,44,1023876,ROSIE,96,SOUTHERN SANITATION SERVICE,,#94 377,,CHG  SALE,214.3,False,$214.30,$209.72,$4.58
2025-06-14,44,1023907,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 146,,CHG  SALE,155.3,False,$155.30,$155.31,$-0.01
2025-06-14,44,1023915,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 374,,CHG  SALE,63.7,False,$63.70,$63.71,$-0.01
2025-06-14,44,1023923,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 7,,CHG  SALE,48.3,False,$48.30,$48.36,$-0.06
2025-06-14,44,1023952,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 303,,CHG  SALE,66.0,False,$66.00,$66.03,$-0.03
2025-06-14,44,1023956,WIZARD,96,SOUTHERN SANITATION SERVICE,,#79 140,,CHG  SALE,26.5,False,$26.50,$26.51,$-0.01
2025-06-14,44,1023987,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 24,,CHG  SALE,19.5,False,$19.50,$19.53,$-0.03
2025-06-14,44,1023988,SANDY,98,S.S.S. MINI ROLL-OFF,,LS-3 087,,CHG  SALE,26.9,False,$26.90,$26.97,$-0.07
2025-06-14,44,1024008,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 25,,CHG  SALE,136.2,False,$136.20,$136.25,$-0.05
